,loss,val_loss
0,0.12411358952522278,0.1251164972782135
1,0.12440560013055801,0.1200936883687973
2,0.12259171903133392,0.12562327086925507
3,0.12357433885335922,0.13037040829658508
4,0.1250924915075302,0.12303189933300018
5,0.1248098760843277,0.12201114743947983
6,0.12423286586999893,0.12287711352109909
7,0.12353098392486572,0.12419932335615158
8,0.1266474574804306,0.12219977378845215
9,0.1245049461722374,0.13132010400295258
10,0.12418244779109955,0.13032366335391998
11,0.12424153834581375,0.12211068719625473
12,0.12279004603624344,0.12386681139469147
13,0.12501268088817596,0.1196751743555069
14,0.12257222831249237,0.12136587500572205
15,0.12350383400917053,0.12710325419902802
16,0.12413974106311798,0.1271965354681015
17,0.12372931838035583,0.12561941146850586
18,0.12347668409347534,0.1195317730307579
19,0.1244443953037262,0.1246308907866478
20,0.12282178550958633,0.12464950233697891
21,0.12530852854251862,0.1285727173089981
22,0.12487269192934036,0.12081698328256607
23,0.12494406849145889,0.13170117139816284
24,0.1251939982175827,0.12894707918167114
25,0.12499728053808212,0.1217496320605278
26,0.12409169226884842,0.12198775261640549
27,0.12288033217191696,0.12503597140312195
28,0.12401063740253448,0.12343216687440872
29,0.12252353876829147,0.12877357006072998
30,0.12535841763019562,0.12713198363780975
31,0.12479954957962036,0.12149636447429657
32,0.12373071163892746,0.14290937781333923
33,0.12625211477279663,0.12953568994998932
34,0.12276982516050339,0.12341916561126709
35,0.1223871186375618,0.12413709610700607
36,0.12360496073961258,0.12506435811519623
37,0.1240326538681984,0.12338507175445557
38,0.12376003712415695,0.12055288255214691
39,0.12348735332489014,0.12416163831949234
40,0.12535521388053894,0.12188170850276947
41,0.1234055683016777,0.12299924343824387
42,0.12338736653327942,0.1271732598543167
43,0.12337193638086319,0.12200037389993668
44,0.1250917613506317,0.12526190280914307
45,0.12368372827768326,0.12252674251794815
46,0.12417628616094589,0.12421054393053055
47,0.12356889992952347,0.13175898790359497
48,0.12381751835346222,0.12175987660884857
49,0.12475992739200592,0.13015717267990112
50,0.1233978345990181,0.12291508913040161
51,0.12348256260156631,0.12473183125257492
52,0.12425810843706131,0.12064163386821747
53,0.12346560508012772,0.1231536790728569
54,0.12354535609483719,0.12261316925287247
55,0.12347576022148132,0.12930171191692352
56,0.1246364414691925,0.12120877951383591
57,0.1234421581029892,0.12955597043037415
58,0.12300758808851242,0.12336336076259613
59,0.12414979189634323,0.12941637635231018
60,0.12325984984636307,0.1401195079088211
61,0.12491712719202042,0.1233520358800888
62,0.12334601581096649,0.12890423834323883
63,0.12296197563409805,0.1284732222557068
64,0.12314749509096146,0.12184721231460571
65,0.12435409426689148,0.12234153598546982
66,0.12397412955760956,0.12339147925376892
67,0.12425222992897034,0.11998844891786575
68,0.12247199565172195,0.12167595326900482
69,0.1238616332411766,0.13512612879276276
70,0.12480273097753525,0.1233534961938858
71,0.12524785101413727,0.12179039418697357
72,0.12765324115753174,0.12554748356342316
73,0.1248335987329483,0.12245356291532516
74,0.12360532581806183,0.12003038078546524
75,0.1254013180732727,0.12421014904975891
76,0.12397723644971848,0.1251869797706604
77,0.12361365556716919,0.1229056641459465
78,0.12272217869758606,0.12235698848962784
79,0.1243111863732338,0.12413003295660019
80,0.12385707348585129,0.12131398171186447
81,0.1241539716720581,0.12627176940441132
82,0.12419652193784714,0.12351314723491669
83,0.12448543310165405,0.12785285711288452
84,0.12397941946983337,0.1238449290394783
85,0.12495957314968109,0.13030120730400085
86,0.12383643537759781,0.12814579904079437
87,0.1239190474152565,0.12362818419933319
88,0.12508390843868256,0.12192387133836746
89,0.12388873100280762,0.12407002598047256
90,0.12397684901952744,0.13324443995952606
91,0.1238994374871254,0.12809418141841888
92,0.12371046096086502,0.12263436615467072
93,0.1237892434000969,0.12296878546476364
94,0.12480062991380692,0.12455594539642334
95,0.12390930205583572,0.12322063744068146
96,0.12425784021615982,0.12339550256729126
97,0.123123399913311,0.12288182228803635
98,0.12400525063276291,0.127411350607872
99,0.12370661646127701,0.12385561317205429
100,0.12465238571166992,0.12374740093946457
101,0.12479930371046066,0.12088580429553986
102,0.12369100004434586,0.12384625524282455
103,0.12371775507926941,0.12148629128932953
104,0.12247538566589355,0.12257357686758041
105,0.12364165484905243,0.1236000657081604
106,0.12318013608455658,0.12499088048934937
107,0.12345807999372482,0.12304788827896118
108,0.123565673828125,0.12442389875650406
109,0.12416597455739975,0.13728858530521393
110,0.12325052917003632,0.12561523914337158
111,0.12424752116203308,0.12344370782375336
112,0.12179702520370483,0.12293646484613419
113,0.12298942357301712,0.12601912021636963
114,0.12466096878051758,0.12454866617918015
115,0.12337502837181091,0.12277117371559143
116,0.12524865567684174,0.12177186459302902
117,0.12253085523843765,0.12636440992355347
118,0.12399016320705414,0.12720438838005066
119,0.1257089525461197,0.12341587990522385
120,0.12585729360580444,0.1241701990365982
121,0.12275681644678116,0.12120170891284943
122,0.12435489892959595,0.13598230481147766
123,0.12519320845603943,0.1206509917974472
124,0.12427514791488647,0.12368858605623245
125,0.12389446049928665,0.1323205977678299
126,0.1239788681268692,0.12323743849992752
127,0.12465498596429825,0.12061727046966553
128,0.12323293089866638,0.12066002935171127
129,0.12498390674591064,0.12398271262645721
130,0.12266968935728073,0.12133737653493881
131,0.12295065075159073,0.1240006685256958
132,0.12397732585668564,0.1236366406083107
133,0.12602029740810394,0.12756428122520447
134,0.12334645539522171,0.12228553742170334
135,0.12291957437992096,0.12395551055669785
136,0.12278624624013901,0.12475434690713882
137,0.12423722445964813,0.12151920795440674
138,0.12331259995698929,0.12019187211990356
